timestamp,location,temperature_C,wind_speed_kmph,humidity_percent
2020-01-02 09:00:00,Delhi,34.84,6.23,83.19
2020-01-02 10:00:00,Hyderabad,41.11,5.99,94.33
2020-01-02 11:00:00,Bangalore,26.86,18.38,17.35
2020-01-02 12:00:00,Kolkata,16.02,19.04,95.02
2020-01-02 13:00:00,Mumbai,32.28,23.1,96.29
2020-01-02 14:00:00,Mumbai,25.18,9.07,99.74
2020-01-02 15:00:00,Chennai,28.45,1.59,32.08
2020-01-02 16:00:00,Chennai,35.43,4.03,53.09
2020-01-02 17:00:00,Pune,36.02,2.78,29.67
2020-01-02 18:00:00,Delhi,15.83,31.71,58.57
2020-01-02 19:00:00,Jaipur,38.08,5.39,78.43
2020-01-02 20:00:00,Kolkata,29.81,30.02,69.46
2020-01-02 21:00:00,Kolkata,31.7,4.28,48.37
2020-01-02 22:00:00,Jaipur,23.94,19.83,84.62
2020-01-02 23:00:00,Pune,27.63,11.51,73.39
2020-01-03 00:00:00,Hyderabad,36.31,26.06,17.51
2020-01-03 01:00:00,Hyderabad,38.3,5.84,95.62
2020-01-03 02:00:00,Pune,26.61,23.54,89.69
2020-01-03 03:00:00,Hyderabad,35.73,22.86,87.07
2020-01-03 04:00:00,Chennai,22.74,16.12,58.16
2020-01-03 05:00:00,Kolkata,39.96,19.3,50.43
2020-01-03 06:00:00,Pune,33.29,5.88,60.57
2020-01-03 07:00:00,Kolkata,38.26,32.42,96.95
2020-01-03 08:00:00,Jaipur,29.31,24.19,77.55
2020-01-03 09:00:00,Mumbai,21.87,4.78,16.63
2020-01-03 10:00:00,Chennai,27.88,36.7,64.57
2020-01-03 11:00:00,Bangalore,26.44,24.91,23.23
2020-01-03 12:00:00,Chennai,24.98,6.89,59.15
2020-01-03 13:00:00,Pune,21.37,8.97,51.79
2020-01-03 14:00:00,Bangalore,37.78,8.17,67.95
2020-01-03 15:00:00,Mumbai,17.59,9.01,33.47
2020-01-03 16:00:00,Pune,41.63,8.39,28.8
2020-01-03 17:00:00,Delhi,20.25,29.84,84.43
2020-01-03 18:00:00,Kolkata,44.4,23.66,92.18
2020-01-03 19:00:00,Mumbai,44.65,9.33,29.7
2020-01-03 20:00:00,Kolkata,26.95,37.28,37.53
2020-01-03 21:00:00,Hyderabad,44.63,0.46,10.8
2020-01-03 22:00:00,Delhi,41.07,27.42,70.1
2020-01-03 23:00:00,Delhi,17.47,21.74,97.1
2020-01-04 00:00:00,Mumbai,43.42,21.26,46.37
2020-01-04 01:00:00,Delhi,16.28,22.05,59.76
2020-01-04 02:00:00,Bangalore,20.46,19.47,42.53
2020-01-04 03:00:00,Delhi,32.54,37.86,66.48
2020-01-04 04:00:00,Kolkata,17.42,24.75,51.74
2020-01-04 05:00:00,Kolkata,19.85,18.38,86.07
2020-01-04 06:00:00,Pune,43.6,34.4,96.5
2020-01-04 07:00:00,Kolkata,44.84,35.59,36.76
2020-01-04 08:00:00,Pune,38.94,30.98,58.41
2020-01-04 09:00:00,Kolkata,30.46,22.95,62.2
2020-01-04 10:00:00,Bangalore,42.01,1.71,18.48
2020-01-04 11:00:00,Jaipur,18.36,36.4,28.2
2020-01-04 12:00:00,Pune,43.29,32.7,85.5
2020-01-04 13:00:00,Chennai,25.55,37.34,48.72
2020-01-04 14:00:00,Hyderabad,40.84,5.38,16.77
2020-01-04 15:00:00,Mumbai,35.05,38.45,65.82
2020-01-04 16:00:00,Kolkata,43.81,38.63,47.87
2020-01-04 17:00:00,Delhi,40.94,18.14,89.68
2020-01-04 18:00:00,Jaipur,41.64,2.98,42.26
2020-01-04 19:00:00,Kolkata,33.95,24.87,71.57
2020-01-04 20:00:00,Delhi,39.99,25.05,30.67
2020-01-04 21:00:00,Hyderabad,37.71,21.22,92.59
2020-01-04 22:00:00,Hyderabad,19.85,13.13,96.0
2020-01-04 23:00:00,Hyderabad,34.46,2.87,52.74
2020-01-05 00:00:00,Delhi,19.45,22.5,34.42
2020-01-05 01:00:00,Kolkata,41.08,12.57,12.48
2020-01-05 02:00:00,Hyderabad,16.98,3.99,60.5
2020-01-05 03:00:00,Bangalore,44.61,7.61,69.87
2020-01-05 04:00:00,Pune,27.02,31.62,63.29
2020-01-05 05:00:00,Delhi,20.12,32.26,67.12
2020-01-05 06:00:00,Delhi,43.07,30.7,23.84
2020-01-05 07:00:00,Kolkata,16.36,3.03,31.52
2020-01-05 08:00:00,Delhi,29.1,4.42,82.3
2020-01-05 09:00:00,Delhi,38.11,9.33,19.41
2020-01-05 10:00:00,Hyderabad,24.5,39.17,72.94
2020-01-05 11:00:00,Kolkata,30.87,11.0,84.66
2020-01-05 12:00:00,Hyderabad,36.01,37.39,43.93
2020-01-05 13:00:00,Pune,43.56,26.37,11.3
2020-01-05 14:00:00,Jaipur,18.08,1.1,71.12
2020-01-05 15:00:00,Pune,19.72,19.5,24.6
2020-01-05 16:00:00,Jaipur,30.27,33.44,21.38
2020-01-05 17:00:00,Hyderabad,27.55,2.54,46.41
2020-01-05 18:00:00,Pune,27.32,24.4,81.92
2020-01-05 19:00:00,Kolkata,23.91,12.82,58.0
2020-01-05 20:00:00,Mumbai,31.82,8.01,50.16
2020-01-05 21:00:00,Hyderabad,41.5,21.14,66.53
2020-01-05 22:00:00,Jaipur,19.83,31.84,92.97
2020-01-05 23:00:00,Bangalore,21.46,31.14,51.42
2020-01-06 00:00:00,Jaipur,35.12,6.97,17.71
2020-01-06 01:00:00,Bangalore,16.69,13.93,34.92
2020-01-06 02:00:00,Delhi,35.21,13.93,92.56
2020-01-06 03:00:00,Pune,24.43,32.98,57.8
2020-01-06 04:00:00,Bangalore,25.74,19.85,28.4
2020-01-06 05:00:00,Jaipur,27.17,15.01,37.55
2020-01-06 06:00:00,Delhi,25.49,32.21,51.44
2020-01-06 07:00:00,Mumbai,40.24,35.64,98.58
2020-01-06 08:00:00,Kolkata,43.38,12.95,48.7
2020-01-06 09:00:00,Kolkata,31.44,39.41,27.55
2020-01-06 10:00:00,Kolkata,32.46,21.43,68.2
2020-01-06 11:00:00,Bangalore,17.11,2.48,52.63
2020-01-06 12:00:00,Mumbai,36.4,14.63,79.45
2020-01-06 13:00:00,Bangalore,32.52,21.77,97.82
2020-01-06 14:00:00,Pune,16.51,33.06,77.01
2020-01-06 15:00:00,Bangalore,20.95,28.37,79.87
2020-01-06 16:00:00,Mumbai,21.06,7.98,84.23
2020-01-06 17:00:00,Mumbai,20.13,16.95,10.97
2020-01-06 18:00:00,Pune,34.76,3.93,33.28
2020-01-06 19:00:00,Mumbai,42.85,35.09,73.54
2020-01-06 20:00:00,Jaipur,37.89,0.15,53.77
2020-01-06 21:00:00,Mumbai,29.32,10.43,83.44
2020-01-06 22:00:00,Kolkata,27.12,30.49,21.32
2020-01-06 23:00:00,Jaipur,26.59,0.88,37.52
2020-01-07 00:00:00,Jaipur,33.04,28.84,97.08
2020-01-07 01:00:00,Pune,25.78,26.17,81.13
2020-01-07 02:00:00,Chennai,21.78,17.82,52.69
2020-01-07 03:00:00,Chennai,33.09,5.65,64.32
2020-01-07 04:00:00,Mumbai,26.72,12.38,20.4
2020-01-07 05:00:00,Jaipur,15.42,7.96,97.88
2020-01-07 06:00:00,Chennai,15.67,0.24,50.84
2020-01-07 07:00:00,Chennai,23.22,14.71,27.33
2020-01-07 08:00:00,Mumbai,30.37,36.1,62.2
2020-01-07 09:00:00,Chennai,25.63,19.18,98.39
2020-01-07 10:00:00,Bangalore,15.72,24.02,26.82
2020-01-07 11:00:00,Delhi,21.69,37.66,20.51
2020-01-07 12:00:00,Pune,17.89,18.04,39.2
2020-01-07 13:00:00,Delhi,43.46,23.34,34.79
2020-01-07 14:00:00,Mumbai,24.39,3.69,68.97
2020-01-07 15:00:00,Kolkata,15.44,5.35,78.14
2020-01-07 16:00:00,Pune,34.82,23.36,59.57
2020-01-07 17:00:00,Mumbai,21.97,1.91,10.03
2020-01-07 18:00:00,Jaipur,32.0,1.43,12.04
2020-01-07 19:00:00,Kolkata,19.52,4.18,86.62
2020-01-07 20:00:00,Delhi,44.52,9.33,98.48
2020-01-07 21:00:00,Mumbai,44.11,3.9,30.95
2020-01-07 22:00:00,Jaipur,34.68,10.25,43.53
2020-01-07 23:00:00,Pune,36.22,29.55,36.15
2020-01-08 00:00:00,Pune,27.78,16.62,64.72
2020-01-08 01:00:00,Hyderabad,43.87,26.57,26.23
2020-01-08 02:00:00,Jaipur,27.71,30.58,39.83
2020-01-08 03:00:00,Bangalore,22.18,13.12,77.97
2020-01-08 04:00:00,Chennai,18.46,35.76,89.8
2020-01-08 05:00:00,Kolkata,21.24,34.46,17.32
2020-01-08 06:00:00,Jaipur,32.17,16.53,77.57
2020-01-08 07:00:00,Hyderabad,22.35,33.02,13.87
2020-01-08 08:00:00,Chennai,34.63,13.48,23.25
2020-01-08 09:00:00,Chennai,26.47,28.93,76.36
2020-01-08 10:00:00,Mumbai,41.61,38.85,16.52
2020-01-08 11:00:00,Chennai,31.75,12.46,10.78
2020-01-08 12:00:00,Bangalore,33.68,22.9,36.64
2020-01-08 13:00:00,Pune,31.7,14.41,22.22
2020-01-08 14:00:00,Hyderabad,41.57,19.89,47.14
2020-01-08 15:00:00,Chennai,16.9,8.71,93.87
2020-01-08 16:00:00,Mumbai,17.02,17.13,89.81
2020-01-08 17:00:00,Bangalore,36.05,25.78,83.32
2020-01-08 18:00:00,Delhi,38.04,13.79,12.52
2020-01-08 19:00:00,Pune,28.01,11.56,96.71
2020-01-08 20:00:00,Pune,25.57,13.24,81.1
2020-01-08 21:00:00,Hyderabad,23.34,12.5,48.2
2020-01-08 22:00:00,Pune,22.03,6.42,62.75
2020-01-08 23:00:00,Chennai,42.36,36.25,90.0
2020-01-09 00:00:00,Mumbai,23.85,38.23,82.19
2020-01-09 01:00:00,Pune,34.44,10.59,88.46
2020-01-09 02:00:00,Pune,38.61,24.67,85.7
2020-01-09 03:00:00,Delhi,15.66,12.61,64.02
2020-01-09 04:00:00,Delhi,16.02,23.2,87.54
2020-01-09 05:00:00,Kolkata,24.99,11.73,54.95
2020-01-09 06:00:00,Bangalore,35.88,2.43,63.47
2020-01-09 07:00:00,Chennai,22.82,5.99,80.21
2020-01-09 08:00:00,Pune,15.04,20.93,86.18
2020-01-09 09:00:00,Jaipur,23.64,9.98,17.96
2020-01-09 10:00:00,Pune,17.7,19.34,35.54
2020-01-09 11:00:00,Mumbai,21.58,36.4,76.9
2020-01-09 12:00:00,Kolkata,25.0,1.64,24.23
2020-01-09 13:00:00,Bangalore,18.84,32.61,63.22
2020-01-09 14:00:00,Jaipur,36.19,19.48,76.69
2020-01-09 15:00:00,Kolkata,22.68,6.17,88.0
2020-01-09 16:00:00,Hyderabad,34.83,9.29,39.1
2020-01-09 17:00:00,Bangalore,32.97,39.64,74.11
2020-01-09 18:00:00,Pune,41.94,13.91,38.69
2020-01-09 19:00:00,Pune,17.64,2.59,32.16
2020-01-09 20:00:00,Bangalore,21.44,23.43,47.14
2020-01-09 21:00:00,Pune,40.96,7.69,93.38
2020-01-09 22:00:00,Chennai,39.66,35.94,34.21
2020-01-09 23:00:00,Bangalore,20.76,14.18,87.6
2020-01-10 00:00:00,Kolkata,18.23,24.73,48.33
2020-01-10 01:00:00,Bangalore,40.69,34.06,16.15
2020-01-10 02:00:00,Jaipur,20.34,39.36,75.88
2020-01-10 03:00:00,Pune,41.13,38.34,10.87
2020-01-10 04:00:00,Chennai,43.83,4.49,70.52
2020-01-10 05:00:00,Chennai,21.62,13.51,68.15
2020-01-10 06:00:00,Hyderabad,40.21,25.72,16.23
2020-01-10 07:00:00,Kolkata,27.71,4.97,76.51
2020-01-10 08:00:00,Delhi,38.66,15.31,68.01
2020-01-10 09:00:00,Delhi,27.22,38.02,82.2
2020-01-10 10:00:00,Bangalore,17.11,7.63,65.68
2020-01-10 11:00:00,Hyderabad,36.38,19.88,15.99
2020-01-10 12:00:00,Mumbai,19.52,1.98,78.66
2020-01-10 13:00:00,Bangalore,42.81,25.6,50.83
2020-01-10 14:00:00,Hyderabad,27.53,23.73,35.73
2020-01-10 15:00:00,Kolkata,17.46,33.41,35.4
2020-01-10 16:00:00,Kolkata,21.85,34.87,21.13
2020-01-10 17:00:00,Kolkata,40.88,8.5,18.47
2020-01-10 18:00:00,Kolkata,24.63,34.37,19.98
2020-01-10 19:00:00,Kolkata,40.69,39.2,89.38
2020-01-10 20:00:00,Hyderabad,20.17,35.39,52.89
2020-01-10 21:00:00,Hyderabad,29.05,34.55,46.31
2020-01-10 22:00:00,Chennai,41.35,22.88,27.84
2020-01-10 23:00:00,Jaipur,16.45,26.21,50.13
2020-01-11 00:00:00,Delhi,24.13,31.53,72.67
2020-01-11 01:00:00,Pune,42.3,7.13,34.84
2020-01-11 02:00:00,Kolkata,32.9,39.1,98.37
2020-01-11 03:00:00,Mumbai,36.49,11.93,83.22
2020-01-11 04:00:00,Pune,40.26,20.58,39.44
2020-01-11 05:00:00,Hyderabad,30.71,21.93,99.07
2020-01-11 06:00:00,Mumbai,40.36,33.47,11.24
2020-01-11 07:00:00,Mumbai,34.16,18.63,89.37
2020-01-11 08:00:00,Mumbai,35.57,16.58,53.38
2020-01-11 09:00:00,Chennai,19.59,14.15,23.34
2020-01-11 10:00:00,Hyderabad,43.17,35.38,99.11
2020-01-11 11:00:00,Mumbai,38.88,34.06,18.59
2020-01-11 12:00:00,Kolkata,22.63,17.16,86.29
2020-01-11 13:00:00,Bangalore,32.4,16.63,58.44
2020-01-11 14:00:00,Mumbai,26.29,7.57,88.23
2020-01-11 15:00:00,Chennai,34.81,20.13,56.18
2020-01-11 16:00:00,Pune,44.81,13.58,19.74
2020-01-11 17:00:00,Hyderabad,16.37,16.24,98.6
2020-01-11 18:00:00,Jaipur,43.58,7.83,39.26
2020-01-11 19:00:00,Chennai,17.17,24.61,83.46
2020-01-11 20:00:00,Mumbai,28.82,17.44,86.48
2020-01-11 21:00:00,Hyderabad,29.46,36.26,50.27
2020-01-11 22:00:00,Bangalore,23.06,17.05,52.68
2020-01-11 23:00:00,Mumbai,32.0,31.53,27.25
2020-01-12 00:00:00,Chennai,40.02,23.79,21.45
2020-01-12 01:00:00,Delhi,23.82,35.95,26.78
2020-01-12 02:00:00,Kolkata,17.11,34.39,89.06
2020-01-12 03:00:00,Jaipur,33.97,34.56,95.06
2020-01-12 04:00:00,Pune,37.55,39.13,36.41
2020-01-12 05:00:00,Chennai,43.64,4.34,19.3
2020-01-12 06:00:00,Hyderabad,19.79,11.1,82.68
2020-01-12 07:00:00,Jaipur,42.04,0.01,25.82
2020-01-12 08:00:00,Jaipur,29.46,32.26,38.51
2020-01-12 09:00:00,Jaipur,22.07,27.86,34.2
2020-01-12 10:00:00,Mumbai,43.88,37.22,75.33
2020-01-12 11:00:00,Kolkata,22.15,28.32,56.85
2020-01-12 12:00:00,Mumbai,37.0,2.36,36.34
2020-01-12 13:00:00,Hyderabad,38.55,8.68,55.44
2020-01-12 14:00:00,Mumbai,27.92,3.71,36.5
2020-01-12 15:00:00,Delhi,35.7,0.65,46.46
2020-01-12 16:00:00,Kolkata,32.17,10.88,53.35
2020-01-12 17:00:00,Kolkata,20.76,23.17,13.4
2020-01-12 18:00:00,Hyderabad,37.8,34.84,41.97
2020-01-12 19:00:00,Pune,42.84,26.55,50.89
2020-01-12 20:00:00,Delhi,29.66,7.39,61.7
2020-01-12 21:00:00,Chennai,44.83,19.24,25.15
2020-01-12 22:00:00,Mumbai,27.84,9.18,33.1
2020-01-12 23:00:00,Bangalore,29.39,23.85,56.78
2020-01-13 00:00:00,Mumbai,35.22,24.0,93.54
2020-01-13 01:00:00,Jaipur,20.57,14.22,85.53
2020-01-13 02:00:00,Mumbai,42.06,6.67,99.58
2020-01-13 03:00:00,Chennai,39.04,28.7,23.82
2020-01-13 04:00:00,Mumbai,41.17,11.97,80.13
2020-01-13 05:00:00,Delhi,33.29,37.15,51.61
2020-01-13 06:00:00,Delhi,41.51,15.75,85.55
2020-01-13 07:00:00,Kolkata,35.4,0.31,95.81
2020-01-13 08:00:00,Hyderabad,30.35,21.6,50.47
2020-01-13 09:00:00,Pune,42.95,20.42,11.55
2020-01-13 10:00:00,Bangalore,28.19,14.13,15.08
2020-01-13 11:00:00,Jaipur,30.02,5.18,86.21
2020-01-13 12:00:00,Mumbai,20.09,27.13,89.68
2020-01-13 13:00:00,Mumbai,43.43,11.95,79.42
2020-01-13 14:00:00,Chennai,21.63,1.8,17.1
2020-01-13 15:00:00,Hyderabad,21.04,36.59,12.45
2020-01-13 16:00:00,Delhi,18.04,6.45,75.88
2020-01-13 17:00:00,Bangalore,28.6,5.99,67.27
2020-01-13 18:00:00,Kolkata,23.21,5.83,29.61
2020-01-13 19:00:00,Delhi,37.22,9.66,27.21
2020-01-13 20:00:00,Jaipur,24.23,9.3,49.08
2020-01-13 21:00:00,Hyderabad,36.62,5.55,42.55
2020-01-13 22:00:00,Jaipur,20.88,30.54,62.82
2020-01-13 23:00:00,Pune,21.9,28.92,73.17
2020-01-14 00:00:00,Kolkata,39.19,1.59,22.52
2020-01-14 01:00:00,Pune,26.13,4.96,98.62
2020-01-14 02:00:00,Chennai,18.35,31.75,35.95
2020-01-14 03:00:00,Jaipur,43.84,21.28,95.46
2020-01-14 04:00:00,Chennai,20.32,8.39,12.77
2020-01-14 05:00:00,Mumbai,19.51,31.6,17.67
2020-01-14 06:00:00,Pune,25.75,29.69,61.48
2020-01-14 07:00:00,Hyderabad,17.87,29.07,74.58
2020-01-14 08:00:00,Jaipur,19.67,3.38,86.19
2020-01-14 09:00:00,Bangalore,40.39,30.14,51.54
2020-01-14 10:00:00,Kolkata,20.15,16.03,15.54
2020-01-14 11:00:00,Delhi,18.34,8.66,39.88
2020-01-14 12:00:00,Hyderabad,41.4,18.47,98.33
2020-01-14 13:00:00,Hyderabad,28.31,11.94,92.16
2020-01-14 14:00:00,Chennai,19.71,34.87,36.03
2020-01-14 15:00:00,Pune,32.45,20.65,91.81
2020-01-14 16:00:00,Jaipur,16.25,27.9,73.99
2020-01-14 17:00:00,Jaipur,27.82,3.43,41.92
2020-01-14 18:00:00,Mumbai,32.71,12.63,97.65
2020-01-14 19:00:00,Mumbai,43.71,27.39,54.67
2020-01-14 20:00:00,Kolkata,24.79,11.22,81.79
2020-01-14 21:00:00,Chennai,37.95,23.0,54.33
2020-01-14 22:00:00,Hyderabad,18.98,11.13,42.61
2020-01-14 23:00:00,Jaipur,28.01,10.17,70.2
2020-01-15 00:00:00,Bangalore,21.69,8.76,59.96
2020-01-15 01:00:00,Chennai,29.77,9.16,72.71
2020-01-15 02:00:00,Kolkata,27.52,29.89,13.88
2020-01-15 03:00:00,Kolkata,44.39,1.41,12.4
2020-01-15 04:00:00,Chennai,42.52,9.93,34.68
2020-01-15 05:00:00,Kolkata,32.47,36.38,41.76
2020-01-15 06:00:00,Chennai,20.3,12.9,57.13
2020-01-15 07:00:00,Delhi,31.71,15.17,13.55
2020-01-15 08:00:00,Chennai,38.76,31.56,39.9
2020-01-15 09:00:00,Pune,16.14,28.2,37.96
2020-01-15 10:00:00,Chennai,28.02,1.04,67.65
2020-01-15 11:00:00,Kolkata,16.28,4.26,74.7
2020-01-15 12:00:00,Jaipur,22.32,17.18,88.29
2020-01-15 13:00:00,Pune,17.76,19.99,14.7
2020-01-15 14:00:00,Kolkata,43.82,6.64,30.35
2020-01-15 15:00:00,Mumbai,20.06,9.99,36.3
2020-01-15 16:00:00,Mumbai,19.5,31.3,17.83
2020-01-15 17:00:00,Jaipur,44.16,15.54,91.05
2020-01-15 18:00:00,Jaipur,30.48,31.66,70.19
2020-01-15 19:00:00,Pune,37.74,29.87,62.79
2020-01-15 20:00:00,Delhi,24.82,14.93,59.74
2020-01-15 21:00:00,Jaipur,30.99,33.6,23.95
2020-01-15 22:00:00,Mumbai,15.21,24.67,97.79
2020-01-15 23:00:00,Chennai,27.26,1.16,67.36
2020-01-16 00:00:00,Kolkata,31.65,7.84,19.53
2020-01-16 01:00:00,Mumbai,30.43,8.25,63.74
2020-01-16 02:00:00,Mumbai,27.17,0.37,31.85
2020-01-16 03:00:00,Delhi,38.64,27.93,40.74
2020-01-16 04:00:00,Pune,30.05,28.75,26.27
2020-01-16 05:00:00,Pune,34.08,32.66,85.29
2020-01-16 06:00:00,Hyderabad,20.54,19.39,31.09
2020-01-16 07:00:00,Delhi,40.85,13.31,64.85
2020-01-16 08:00:00,Chennai,25.89,26.73,92.33
2020-01-16 09:00:00,Pune,29.46,30.11,54.23
2020-01-16 10:00:00,Kolkata,25.57,31.08,49.81
2020-01-16 11:00:00,Jaipur,41.76,20.79,60.9
2020-01-16 12:00:00,Delhi,42.02,10.45,40.54
2020-01-16 13:00:00,Jaipur,21.73,3.67,17.1
2020-01-16 14:00:00,Mumbai,37.58,19.96,38.95
2020-01-16 15:00:00,Kolkata,18.09,13.09,19.27
2020-01-16 16:00:00,Kolkata,15.9,37.19,59.34
2020-01-16 17:00:00,Mumbai,40.1,39.27,13.06
2020-01-16 18:00:00,Delhi,18.94,0.78,89.91
2020-01-16 19:00:00,Mumbai,19.64,36.87,13.63
2020-01-16 20:00:00,Jaipur,33.2,19.94,21.24
2020-01-16 21:00:00,Hyderabad,39.5,28.34,77.04
2020-01-16 22:00:00,Kolkata,20.69,7.23,91.54
2020-01-16 23:00:00,Bangalore,18.43,34.89,62.29
2020-01-17 00:00:00,Bangalore,17.32,5.96,56.92
2020-01-17 01:00:00,Jaipur,15.75,29.64,74.38
2020-01-17 02:00:00,Chennai,18.49,30.1,87.85
2020-01-17 03:00:00,Pune,43.28,1.31,86.7
2020-01-17 04:00:00,Mumbai,17.86,23.51,83.89
2020-01-17 05:00:00,Mumbai,32.93,25.75,76.23
2020-01-17 06:00:00,Chennai,42.63,30.72,21.07
2020-01-17 07:00:00,Chennai,33.83,26.47,67.59
2020-01-17 08:00:00,Jaipur,15.98,2.11,53.8
2020-01-17 09:00:00,Jaipur,32.89,19.2,17.49
2020-01-17 10:00:00,Chennai,42.09,32.91,24.64
2020-01-17 11:00:00,Kolkata,24.68,24.0,79.27
2020-01-17 12:00:00,Jaipur,24.41,6.09,88.97
2020-01-17 13:00:00,Hyderabad,22.47,6.8,96.58
2020-01-17 14:00:00,Jaipur,30.17,12.52,39.34
2020-01-17 15:00:00,Mumbai,22.14,20.45,94.46
2020-01-17 16:00:00,Jaipur,36.71,13.19,12.83
2020-01-17 17:00:00,Kolkata,34.35,7.68,86.52
2020-01-17 18:00:00,Chennai,27.02,24.43,68.28
2020-01-17 19:00:00,Mumbai,36.68,32.82,93.72
2020-01-17 20:00:00,Jaipur,17.95,24.53,38.39
2020-01-17 21:00:00,Kolkata,37.49,5.95,55.56
2020-01-17 22:00:00,Hyderabad,33.09,1.68,80.29
2020-01-17 23:00:00,Jaipur,33.9,23.66,76.96
2020-01-18 00:00:00,Kolkata,16.94,39.15,81.17
2020-01-18 01:00:00,Hyderabad,33.54,7.57,36.73
2020-01-18 02:00:00,Chennai,29.82,24.34,23.42
2020-01-18 03:00:00,Jaipur,29.58,18.87,39.26
2020-01-18 04:00:00,Hyderabad,24.66,33.36,80.75
2020-01-18 05:00:00,Mumbai,15.23,2.37,55.76
2020-01-18 06:00:00,Chennai,27.68,17.5,70.62
2020-01-18 07:00:00,Mumbai,27.03,12.0,98.78
2020-01-18 08:00:00,Bangalore,27.68,9.77,40.74
2020-01-18 09:00:00,Delhi,33.36,29.61,61.07
2020-01-18 10:00:00,Jaipur,24.0,8.14,29.8
2020-01-18 11:00:00,Hyderabad,23.08,14.53,52.4
2020-01-18 12:00:00,Delhi,29.93,35.68,64.32
2020-01-18 13:00:00,Delhi,32.77,30.79,71.12
2020-01-18 14:00:00,Hyderabad,32.02,27.09,62.57
2020-01-18 15:00:00,Chennai,41.45,14.68,77.08
2020-01-18 16:00:00,Jaipur,38.07,26.43,38.38
2020-01-18 17:00:00,Bangalore,16.57,6.39,71.01
2020-01-18 18:00:00,Mumbai,31.9,24.86,16.91
2020-01-18 19:00:00,Kolkata,27.53,8.73,64.28
2020-01-18 20:00:00,Mumbai,25.83,6.63,46.44
2020-01-18 21:00:00,Kolkata,43.74,29.45,37.67
2020-01-18 22:00:00,Mumbai,28.7,32.67,22.95
2020-01-18 23:00:00,Hyderabad,36.58,33.8,95.5
2020-01-19 00:00:00,Bangalore,44.01,2.8,71.67
2020-01-19 01:00:00,Jaipur,19.53,5.22,73.73
2020-01-19 02:00:00,Kolkata,16.64,36.03,86.38
2020-01-19 03:00:00,Jaipur,24.41,15.58,94.38
2020-01-19 04:00:00,Jaipur,16.33,29.07,16.6
2020-01-19 05:00:00,Jaipur,18.5,13.49,55.77
2020-01-19 06:00:00,Pune,44.75,8.37,12.29
2020-01-19 07:00:00,Chennai,43.81,37.92,20.01
2020-01-19 08:00:00,Mumbai,35.74,8.62,62.45
2020-01-19 09:00:00,Jaipur,37.59,24.86,97.56
2020-01-19 10:00:00,Mumbai,19.21,13.45,69.79
2020-01-19 11:00:00,Jaipur,32.86,37.08,68.01
2020-01-19 12:00:00,Kolkata,19.63,32.61,52.3
2020-01-19 13:00:00,Chennai,26.35,10.41,69.7
2020-01-19 14:00:00,Chennai,25.36,16.43,14.66
2020-01-19 15:00:00,Hyderabad,33.42,21.61,32.29
2020-01-19 16:00:00,Pune,17.39,1.61,35.1
2020-01-19 17:00:00,Hyderabad,18.1,12.4,48.96
2020-01-19 18:00:00,Hyderabad,33.3,26.37,54.57
2020-01-19 19:00:00,Hyderabad,34.08,2.65,82.34
2020-01-19 20:00:00,Hyderabad,25.2,12.18,67.8
2020-01-19 21:00:00,Hyderabad,19.41,26.28,62.91
